offer_ref_no,grade,Campus_Offer,Work_Experience,Days_to_Accept_Offer,Offer_Revised,Status,Offer_to_startdate,Group,Candidate_Source,Gender,Joining_Bonus,Relocation,Offer_above_Budget,Reason_to_hire,Start_date_extension,No_Previous_employers,Start_Location
4209,E4,N,7,11,N,Joined,35,P,Sourcing_portal,M,N,Y,N,Incremental,Y,2,Pune
4211,E6,N,16,13,N,Offer_Decline,35,P,Sourcing_portal,M,N,N,N,Incremental,Y,1,Pune
4215,E4,N,9,34,Y,Joined,35,E,Sourcing_portal,M,Y,N,N,Incremental,Y,2,Pune
4216,E4,N,10,17,N,Joined,35,E,Sourcing_portal,M,Y,N,N,Incremental,Y,1,Pune
4219,E1,N,2,5,N,Joined,75,E,Sourcing_portal,F,Y,Y,N,Incremental,Y,2,Pune
4220,E3,N,5,1,N,Joined,30,P,Sourcing_portal,F,N,Y,N,Incremental,Y,1,Pune
4221,E1,Y,0,6,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,Y,2,Mumbai
4222,E1,Y,0,5,N,Offer_Decline,NA,E,Campus,M,N,N,N,Incremental,Y,1,New Delhi
4225,E1,Y,0,4,N,Joined,NA,E,Campus,M,N,N,N,Incremental,Y,1,Pune
4226,E1,Y,0,6,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,1,Pune
4229,E2,N,2,9,N,Joined,45,E,Employee_Referral,M,Y,Y,N,Backfill,N,2,Pune
4230,E2,N,3,11,N,Offer_Decline,41,E,Employee_Referral,M,Y,Y,N,Incremental,N,3,Pune
4231,E1,Y,0,7,N,Joined,NA,C,Campus,M,N,Y,N,Incremental,N,1,Bangalore
4232,E2,N,4,9,N,Joined,41,E,Employee_Referral,M,Y,N,N,Incremental,N,1,Bangalore
4235,E1,Y,0,9,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,2,Bangalore
4238,E1,Y,0,1,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,1,Bangalore
4239,E1,Y,0,8,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Mumbai
4240,E1,Y,0,15,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Bangalore
4241,E2,N,2,1,N,Joined,41,E,Direct,M,Y,Y,N,Incremental,N,1,Bangalore
4242,E1,N,1,15,Y,Offer_Decline,75,E,Direct,F,Y,N,N,Incremental,N,2,Bangalore
4245,E1,N,1,3,N,Joined,40,E,Direct,M,Y,N,N,Incremental,N,1,Bangalore
4246,E1,Y,0,15,N,Joined,NA,C,Campus,M,N,N,N,Incremental,N,1,Mumbai
4247,E1,Y,0,5,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,1,Bangalore
4248,E2,N,3,8,N,Joined,60,E,Direct,F,Y,N,N,Incremental,N,1,Bangalore
4250,E2,N,3,6,N,Joined,60,E,Direct,F,Y,N,Y,Incremental,N,1,Pune
4252,E1,Y,0,9,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,1,Bangalore
4253,E5,N,9,10,N,Joined,35,U,Employee_Referral,M,N,Y,N,Incremental,N,2,Bangalore
4254,E1,Y,0,2,N,Joined,NA,E,Campus,M,N,Y,N,Backfill,N,1,Bangalore
4256,E1,Y,0,10,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Mumbai
4257,E1,Y,0,14,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,1,Pune
4258,E1,Y,0,14,N,Offer_Decline,NA,E,Campus,M,N,Y,N,Incremental,Y,1,Pune
4261,E1,Y,0,34,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,Y,1,Pune
4262,E3,N,4,8,N,Joined,35,B,Sourcing_portal,F,N,Y,N,Incremental,Y,1,Pune
4266,E1,Y,0,14,N,Joined,NA,E,Campus,F,N,N,N,Incremental,Y,1,Pune
4269,E1,Y,0,6,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,2,Pune
4273,E2,N,3,6,N,Joined,33,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,1,Pune
4274,E1,Y,0,2,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Pune
4276,E2,N,4,9,N,Joined,41,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,1,Bangalore
4279,E2,N,3,7,N,Joined,31,E,Employee_Referral,M,Y,N,N,Incremental,Y,2,Mumbai
4281,E2,N,4,15,N,Joined,60,E,Sourcing_portal,M,Y,N,N,Incremental,N,2,New Delhi
4286,E2,N,3,2,N,Joined,30,E,Direct,M,Y,N,N,Incremental,N,1,Pune
4289,E1,N,1,14,N,Joined,30,E,Direct,M,Y,Y,N,Incremental,N,1,Pune
4291,E4,N,9,7,N,Offer_Decline,35,E,Direct,M,Y,Y,Y,Incremental,N,1,Pune
4293,E2,N,3,9,N,Joined,60,E,Direct,M,Y,Y,N,Incremental,N,1,Pune
4295,E2,N,2,13,Y,Joined,48,E,Sourcing_portal,M,Y,N,N,Backfill,N,1,Pune
4297,E2,N,2,7,N,Joined,60,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4298,E4,N,9,10,N,Offer_Decline,35,E,Sourcing_portal,F,Y,N,N,Incremental,N,2,Mumbai
4305,E1,Y,0,9,N,Offer_Decline,NA,E,Campus,M,N,Y,N,Incremental,Y,1,New Delhi
4306,E3,N,6,1,N,Joined,30,C,Sourcing_portal,M,N,Y,N,Incremental,N,1,Pune
4307,E5,N,12,12,N,Joined,35,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,1,Pune
4308,E1,Y,0,13,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,1,Pune
4310,E5,N,11,1,Y,Joined,35,E,Direct,F,Y,N,N,Incremental,N,1,Pune
4311,E3,N,5,15,N,Joined,30,B,Direct,F,N,N,N,Incremental,N,2,Bangalore
4312,E3,N,3,5,N,Offer_Decline,60,E,Direct,M,Y,Y,N,Incremental,N,1,Bangalore
4313,E1,Y,0,14,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,1,Bangalore
4316,E1,Y,0,1,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,0,Bangalore
4317,E1,Y,0,12,N,Joined,NA,E,Campus,M,N,N,N,Incremental,Y,0,Pune
4319,E3,N,5,5,N,Joined,30,U,Direct,M,N,N,N,Incremental,Y,2,Bangalore
4321,E4,N,8,4,N,Joined,35,E,Direct,F,Y,N,N,Incremental,Y,2,Bangalore
4322,E4,N,10,15,N,Offer_Decline,35,B,Direct,F,N,N,N,Incremental,Y,3,Bangalore
4326,E1,Y,0,1,N,Joined,NA,E,Campus,F,N,N,N,Incremental,Y,0,Mumbai
4332,E3,N,6,4,N,Joined,40,E,Direct,M,Y,N,N,Backfill,Y,3,Pune
4338,E1,Y,0,2,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,0,Pune
4340,E1,Y,0,11,N,Joined,NA,E,Campus,M,N,Y,N,Backfill,Y,0,Pune
4341,E1,N,2,4,N,Joined,40,E,Direct,M,Y,Y,N,Incremental,Y,1,Pune
4342,E1,Y,0,14,N,Joined,NA,E,Campus,M,N,Y,N,Backfill,N,1,Pune
4343,E6,N,19,5,Y,Offer_Decline,35,E,Sourcing_portal,M,Y,Y,N,Incremental,N,1,Pune
4344,E3,N,5,13,N,Joined,30,E,Employee_Referral,M,Y,Y,N,Backfill,N,1,Pune
4345,E1,N,1,6,N,Joined,44,E,Sourcing_portal,M,Y,Y,Y,Incremental,N,2,Pune
4346,E1,N,2,1,N,Joined,30,E,Sourcing_portal,M,Y,Y,N,Backfill,N,3,Bangalore
4350,E3,N,3,2,N,Joined,40,B,Employee_Referral,M,N,N,N,Incremental,N,1,Mumbai
4354,E2,N,4,6,N,Joined,60,E,Sourcing_portal,M,Y,N,N,Backfill,N,1,New Delhi
4359,E3,N,5,3,N,Joined,30,P,Sourcing_portal,M,N,Y,N,Incremental,N,1,Pune
4360,E2,N,4,7,N,Joined,41,E,Employee_Referral,F,Y,Y,N,Incremental,N,1,Pune
4361,E6,N,16,6,Y,Joined,35,E,Sourcing_portal,M,Y,Y,Y,Backfill,N,1,Pune
4362,E3,N,5,50,N,Joined,35,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4366,E1,N,2,11,Y,Joined,60,E,Employee_Referral,M,Y,N,Y,Backfill,N,1,Bangalore
4367,E1,N,1,2,N,Offer_Decline,10,E,Sourcing_portal,F,Y,N,N,Backfill,N,1,Bangalore
4368,E2,N,3,9,N,Joined,60,E,Direct,F,Y,Y,N,Backfill,N,1,Pune
4373,E2,N,4,2,N,Joined,43,E,Direct,F,Y,Y,N,Incremental,N,1,Bangalore
4375,E1,Y,0,15,Y,Offer_Decline,NA,E,Campus,M,N,Y,N,Backfill,N,2,Bangalore
4379,E2,N,3,11,N,Joined,60,E,Direct,M,Y,N,N,Incremental,N,2,Bangalore
4382,E1,Y,0,13,N,Joined,NA,E,Campus,M,N,N,Y,Backfill,N,1,Mumbai
4384,E3,N,3,13,Y,Joined,30,P,Direct,M,N,N,N,Incremental,N,1,Pune
4386,E4,N,6,7,N,Joined,35,E,Direct,M,Y,Y,N,Backfill,N,1,Pune
4387,E1,N,1,10,N,Joined,40,E,Direct,F,Y,Y,N,Incremental,N,1,Pune
4388,E1,Y,0,15,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,N,1,Pune
4389,E1,Y,0,10,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,1,Pune
4390,E2,N,4,11,N,Joined,65,E,Direct,M,Y,N,N,Backfill,N,1,Pune
4391,E1,Y,0,2,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,1,Pune
4394,E2,N,2,11,N,Joined,60,E,Direct,M,Y,Y,N,Incremental,N,1,Pune
4396,E1,Y,0,12,N,Joined,NA,E,Direct,M,N,Y,N,Incremental,Y,1,Bangalore
4400,E3,N,4,7,N,Joined,30,C,Direct,M,N,Y,N,Incremental,N,1,Mumbai
4401,E1,N,1,7,N,Joined,30,E,Direct,M,Y,N,N,Incremental,N,1,New Delhi
4404,E1,Y,0,11,N,Joined,NA,E,Campus,M,N,N,Y,Backfill,Y,1,Pune
4407,E1,Y,0,45,Y,Joined,NA,E,Campus,M,N,N,N,Incremental,Y,2,Pune
4409,E1,Y,0,8,N,Joined,NA,E,Campus,M,N,N,N,Incremental,Y,1,Pune
4410,E1,N,1,10,N,Joined,36,E,Employee_Referral,M,Y,N,N,Incremental,N,2,Pune
4412,E2,N,2,12,N,Joined,38,E,Employee_Referral,F,Y,N,N,Incremental,N,1,Bangalore
4413,E1,Y,0,10,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,2,Bangalore
4415,E1,N,2,14,N,Joined,20,E,Sourcing_portal,F,Y,Y,N,Incremental,N,1,Pune
4416,E4,N,8,9,N,Offer_Decline,35,E,Sourcing_portal,F,Y,Y,N,Incremental,N,2,Bangalore
4418,E4,N,7,11,N,Joined,35,E,Sourcing_portal,F,Y,Y,Y,Incremental,N,1,Bangalore
4420,E1,N,2,5,N,Joined,30,E,Sourcing_portal,F,Y,Y,N,Incremental,N,2,Bangalore
4421,E1,Y,0,2,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,1,Mumbai
4422,E2,N,3,3,N,Joined,60,E,Employee_Referral,F,Y,Y,N,Incremental,N,1,Pune
4424,E3,N,6,2,N,Joined,30,E,Employee_Referral,F,Y,Y,N,Incremental,N,1,Pune
4425,E1,Y,0,6,N,Offer_Decline,NA,E,Campus,F,N,N,N,Incremental,N,2,Pune
4428,E1,N,1,12,N,Joined,40,E,Employee_Referral,F,Y,N,N,Incremental,N,3,Pune
4431,E2,N,4,3,N,Joined,60,E,Employee_Referral,F,Y,Y,N,Incremental,N,1,Pune
4432,E2,N,3,7,N,Joined,37,E,Employee_Referral,F,Y,Y,N,Incremental,N,1,Pune
4444,E1,N,1,5,N,Joined,90,E,Employee_Referral,F,Y,Y,Y,Incremental,N,2,Pune
4445,E1,Y,0,11,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,1,Pune
4446,E1,Y,0,5,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,1,Bangalore
4448,E1,Y,0,7,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,1,Mumbai
4449,E1,Y,0,15,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,1,New Delhi
4450,E1,Y,0,6,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,N,2,Pune
4451,E6,N,9,14,N,Offer_Decline,35,U,Employee_Referral,M,N,Y,N,Backfill,N,1,Pune
4453,E1,Y,0,13,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,1,Pune
4454,E1,N,2,11,N,Joined,43,E,Employee_Referral,M,Y,N,N,Incremental,N,1,Pune
4455,E1,N,1,11,Y,Joined,60,E,Employee_Referral,F,Y,N,N,Backfill,N,1,Bangalore
4460,E1,Y,0,15,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Bangalore
4467,E3,N,5,11,N,Offer_Decline,30,E,Employee_Referral,F,Y,Y,N,Backfill,Y,1,Pune
4468,E3,N,5,10,N,Joined,30,U,Employee_Referral,M,N,Y,N,Incremental,N,2,Bangalore
4469,E1,Y,0,14,N,Joined,NA,E,Campus,F,N,N,Y,Incremental,N,1,Bangalore
4474,E1,Y,0,14,N,Joined,NA,E,Campus,M,N,N,N,Incremental,Y,1,Bangalore
4475,E1,N,1,8,N,Joined,30,E,Employee_Referral,F,Y,N,N,Incremental,Y,1,Mumbai
4479,E1,N,2,10,N,Joined,60,E,Employee_Referral,M,Y,Y,N,Incremental,Y,1,Pune
4480,E3,N,4,12,N,Joined,30,U,Employee_Referral,F,N,Y,N,Incremental,N,1,Pune
4482,E1,Y,0,7,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,1,Pune
4483,E4,N,8,9,N,Joined,35,B,Employee_Referral,M,N,N,N,Incremental,N,1,Pune
4484,E1,Y,0,10,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,2,Pune
4485,E2,N,4,11,N,Joined,44,E,Employee_Referral,M,Y,N,N,Backfill,N,1,Pune
4486,E1,Y,0,4,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,1,Pune
4487,E1,Y,0,3,N,Offer_Decline,NA,E,Campus,M,N,N,N,Incremental,N,1,Pune
4491,E5,N,14,12,N,Joined,35,P,Employee_Referral,M,N,N,N,Incremental,N,2,Bangalore
4493,E3,N,4,7,N,Joined,35,E,Employee_Referral,M,Y,Y,N,Backfill,N,2,Mumbai
4496,E2,N,3,1,N,Joined,30,E,Employee_Referral,M,Y,Y,N,Backfill,N,1,New Delhi
4499,E1,Y,0,11,Y,Joined,NA,E,Campus,M,N,Y,N,Backfill,Y,1,Pune
4501,E1,Y,0,9,N,Offer_Decline,NA,E,Campus,F,N,Y,N,Incremental,Y,1,Pune
4502,E1,Y,0,11,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,Y,1,Pune
4506,E1,Y,0,15,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,Y,1,Pune
4507,E2,N,2,2,N,Joined,60,E,Employee_Referral,F,Y,Y,N,Backfill,Y,1,Pune
4508,E3,N,6,9,N,Joined,35,E,Employee_Referral,F,Y,Y,N,Incremental,N,2,Bangalore
4512,E2,N,2,15,N,Joined,30,E,Employee_Referral,F,Y,N,N,Backfill,Y,1,Mumbai
4513,E1,Y,0,1,N,Offer_Decline,NA,E,Campus,F,N,N,N,Backfill,N,1,New Delhi
4514,E4,N,5,7,N,Joined,35,E,Employee_Referral,F,Y,Y,N,Backfill,Y,1,Pune
4517,E3,N,3,3,N,Joined,30,C,Employee_Referral,F,N,Y,N,Incremental,Y,1,Pune
4518,E3,N,5,5,N,Joined,30,C,Employee_Referral,F,N,Y,N,Backfill,N,1,Pune
4519,E4,N,5,30,N,Joined,35,E,Employee_Referral,F,Y,N,Y,Incremental,N,2,Pune
4520,E1,Y,0,7,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,1,Pune
4523,E3,N,6,5,N,Joined,30,U,Direct,F,N,N,N,Incremental,N,1,Pune
4526,E1,Y,0,15,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,N,0,Pune
4527,E1,Y,0,2,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,N,0,Pune
4529,E1,Y,0,10,N,Joined,NA,E,Campus,F,N,Y,N,Backfill,N,0,Pune
4530,E1,Y,0,3,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Pune
4531,E3,N,5,11,N,Joined,30,E,Direct,F,Y,N,N,Backfill,Y,3,Bangalore
4532,E3,N,4,59,N,Joined,30,U,Direct,F,N,N,N,Incremental,N,3,Mumbai
4533,E1,Y,0,5,N,Joined,NA,C,Campus,M,N,Y,N,Backfill,Y,0,New Delhi
4534,E2,N,2,15,N,Offer_Decline,30,E,Direct,F,Y,Y,N,Incremental,N,1,Pune
4535,E2,N,3,8,N,Joined,57,E,Direct,M,Y,Y,N,Backfill,N,2,Pune
4536,E2,N,3,8,N,Joined,39,E,Direct,F,Y,N,N,Incremental,N,3,Pune
4538,E3,N,5,7,N,Joined,40,U,Direct,M,N,N,N,Backfill,N,3,Pune
4542,E1,Y,0,10,N,Joined,NA,E,Campus,F,N,N,N,Incremental,Y,0,Pune
4545,E1,Y,0,15,Y,Offer_Decline,NA,E,Campus,M,N,Y,Y,Backfill,Y,0,Pune
4547,E1,Y,0,1,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,Y,0,Pune
4548,E1,Y,0,11,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,0,Pune
4552,E1,Y,0,6,N,Joined,NA,E,Campus,F,N,N,N,Backfill,Y,0,Pune
4553,E2,N,4,10,N,Joined,60,E,Direct,M,Y,N,N,Incremental,Y,3,Bangalore
4554,E1,Y,0,14,N,Joined,NA,E,Campus,F,N,N,N,Backfill,Y,0,Mumbai
4555,E1,N,1,11,Y,Joined,45,E,Direct,M,Y,N,N,Backfill,Y,1,New Delhi
4557,E1,Y,0,12,N,Joined,NA,E,Campus,M,N,N,N,Backfill,Y,2,Pune
4561,E1,Y,0,13,Y,Joined,NA,C,Campus,M,N,N,N,Incremental,Y,3,Pune
4566,E1,Y,0,4,N,Joined,NA,E,Campus,M,N,Y,Y,Backfill,Y,0,Pune
4573,E2,N,2,14,N,Offer_Decline,38,E,Direct,M,Y,Y,N,Incremental,N,1,Pune
4574,E4,N,5,7,N,Joined,35,B,Direct,M,N,Y,N,Backfill,N,2,Pune
4577,E4,N,6,13,N,Joined,35,B,Direct,M,N,Y,N,Incremental,N,3,Bangalore
4578,E6,N,19,6,N,Offer_Decline,35,E,Direct,M,Y,Y,N,Backfill,N,1,Mumbai
4579,E1,N,2,14,Y,Joined,90,E,Direct,M,Y,Y,N,Incremental,N,2,New Delhi
4582,E6,N,18,9,N,Joined,35,P,Direct,M,N,Y,Y,Backfill,N,1,Pune
4589,E6,N,11,15,N,Joined,35,E,Direct,F,Y,Y,N,Incremental,N,1,Pune
4591,E1,Y,0,9,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,0,Pune
4592,E3,N,6,11,N,Joined,30,E,Direct,F,Y,N,N,Incremental,N,1,Pune
4593,E1,Y,0,1,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,0,Pune
4595,E4,N,9,15,N,Joined,35,E,Direct,F,Y,Y,N,Incremental,N,1,Pune
4598,E1,Y,0,9,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,0,Pune
4600,E4,N,5,3,N,Joined,35,E,Direct,F,Y,N,N,Incremental,N,2,Pune
4601,E1,Y,0,7,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Pune
4603,E2,N,2,10,N,Joined,30,E,Direct,F,Y,N,N,Incremental,N,3,Pune
4609,E1,Y,0,13,N,Offer_Decline,NA,E,Campus,F,N,Y,N,Incremental,N,0,Bangalore
4618,E3,N,4,15,Y,Joined,30,U,Direct,F,N,Y,N,Incremental,N,2,Mumbai
4620,E2,N,2,4,N,Joined,37,E,Direct,F,Y,Y,N,Incremental,N,3,New Delhi
4621,E1,Y,0,1,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,0,Pune
4622,E1,N,1,15,N,Joined,60,E,Direct,F,Y,N,N,Incremental,N,1,Pune
4625,E1,Y,0,3,N,Joined,NA,E,Campus,F,N,N,N,Incremental,Y,0,Pune
4626,E1,Y,0,1,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,Y,0,Pune
4631,E5,N,16,12,N,Offer_Decline,35,E,Direct,F,Y,Y,N,Backfill,Y,2,Pune
4639,E1,Y,0,9,N,Joined,NA,E,Campus,F,N,Y,Y,Backfill,Y,0,Pune
4644,E4,N,8,78,Y,Joined,35,P,Direct,F,N,N,N,Backfill,Y,2,Pune
4647,E5,N,15,2,N,Joined,35,B,Employee_Referral,M,N,N,N,Incremental,N,2,Pune
4649,E6,N,11,11,N,Joined,35,P,Employee_Referral,F,N,N,N,Backfill,Y,2,Pune
4656,E6,N,8,3,N,Joined,35,E,Employee_Referral,M,Y,Y,N,Incremental,N,2,Bangalore
4665,E1,Y,0,6,N,Joined,NA,E,Direct,F,N,Y,N,Backfill,Y,0,Mumbai
4666,E3,N,6,15,N,Joined,30,C,Direct,M,N,Y,N,Incremental,Y,2,New Delhi
4668,E3,N,3,9,N,Joined,35,E,Direct,F,Y,N,N,Incremental,N,1,Pune
4669,E1,Y,0,9,N,Joined,NA,E,Direct,M,N,N,N,Incremental,N,0,Pune
4672,E4,N,5,6,N,Joined,35,E,Sourcing_portal,F,Y,N,N,Incremental,N,2,Pune
4673,E5,N,15,9,Y,Offer_Decline,35,E,Sourcing_portal,M,Y,N,N,Incremental,N,2,Pune
4676,E2,N,4,9,N,Joined,30,E,Sourcing_portal,F,Y,N,N,Incremental,N,2,Bangalore
4677,E1,Y,0,15,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,0,Bangalore
4678,E1,Y,0,2,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,0,Bangalore
4680,E1,Y,0,11,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,0,Bangalore
4683,E1,Y,0,4,N,Offer_Decline,NA,E,Campus,M,N,Y,N,Incremental,Y,0,Bangalore
4685,E1,Y,0,1,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,0,Bangalore
4687,E3,N,6,1,N,Joined,60,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,2,Bangalore
4690,E1,N,1,4,N,Joined,40,E,Sourcing_portal,M,Y,Y,N,Incremental,N,1,Bangalore
4692,E3,N,3,12,N,Joined,60,E,Sourcing_portal,F,Y,Y,N,Backfill,N,1,Bangalore
4696,E1,N,1,14,N,Joined,30,E,Sourcing_portal,F,Y,Y,N,Incremental,N,1,Bangalore
4698,E1,Y,0,7,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Bangalore
4701,E4,N,8,3,N,Joined,35,E,Sourcing_portal,M,Y,N,N,Incremental,Y,2,Bangalore
4703,E2,N,3,15,Y,Joined,60,E,Sourcing_portal,M,Y,Y,Y,Backfill,Y,1,Bangalore
4704,E3,N,4,12,N,Joined,40,P,Sourcing_portal,M,N,Y,N,Backfill,Y,2,Bangalore
4705,E1,Y,0,5,N,Joined,NA,E,Campus,M,N,Y,N,Backfill,Y,0,Bangalore
4707,E4,N,8,13,N,Joined,35,P,Sourcing_portal,M,N,N,N,Incremental,Y,3,Bangalore
4711,E4,N,10,4,N,Joined,35,B,Sourcing_portal,M,N,N,Y,Backfill,Y,2,Mumbai
4712,E1,N,2,9,N,Joined,35,E,Sourcing_portal,M,Y,N,N,Incremental,Y,2,Pune
4714,E1,Y,0,8,N,Joined,NA,E,Campus,M,N,Y,N,Backfill,Y,0,Bangalore
4717,E1,Y,0,14,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,Y,0,Bangalore
4718,E4,N,10,8,N,Joined,35,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,3,Bangalore
4719,E1,Y,0,5,N,Offer_Decline,NA,E,Campus,M,N,N,N,Incremental,Y,0,Bangalore
4722,E3,N,5,3,N,Joined,40,B,Sourcing_portal,M,N,N,N,Incremental,N,2,Bangalore
4731,E2,N,2,7,N,Joined,60,E,Sourcing_portal,F,Y,N,N,Backfill,N,2,Bangalore
4732,E1,N,1,6,N,Joined,60,E,Sourcing_portal,M,Y,N,N,Incremental,N,2,Bangalore
4737,E1,N,1,6,N,Joined,38,E,Sourcing_portal,M,Y,N,N,Incremental,N,2,Bangalore
4738,E1,Y,0,12,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,0,Bangalore
4741,E1,N,2,8,N,Joined,40,E,Sourcing_portal,F,Y,N,N,Incremental,N,2,Bangalore
4743,E2,N,4,3,N,Joined,60,E,Sourcing_portal,F,Y,N,N,Incremental,N,1,Bangalore
4744,E1,Y,0,11,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Bangalore
4745,E1,Y,0,2,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,0,Mumbai
4747,E1,N,1,12,N,Offer_Decline,90,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4748,E1,Y,0,8,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,0,Pune
4749,E2,N,4,14,N,Joined,41,E,Sourcing_portal,M,Y,N,N,Incremental,N,3,Pune
4751,E1,Y,0,6,N,Joined,NA,E,Campus,M,N,N,Y,Incremental,N,0,Pune
4752,E4,N,8,15,N,Joined,35,B,Sourcing_portal,F,N,N,N,Incremental,N,2,Pune
4756,E1,Y,0,15,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Bangalore
4759,E1,Y,0,15,Y,Offer_Decline,NA,E,Campus,F,N,N,N,Incremental,N,0,Mumbai
4762,E3,N,6,6,N,Joined,30,C,Sourcing_portal,M,N,N,N,Incremental,N,1,New Delhi
4764,E1,Y,0,7,N,Joined,NA,E,Campus,M,N,N,N,Incremental,N,0,Pune
4766,E1,Y,0,4,N,Joined,NA,E,Campus,F,N,N,N,Backfill,N,0,Pune
4767,E2,N,3,15,N,Joined,60,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4772,E1,N,2,5,N,Joined,30,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4779,E2,N,3,4,N,Joined,37,E,Sourcing_portal,M,Y,N,N,Incremental,N,1,Pune
4783,E5,N,16,10,N,Joined,35,B,Sourcing_portal,F,N,N,N,Incremental,N,2,Bangalore
4784,E6,N,14,3,N,Joined,35,E,Sourcing_portal,F,Y,Y,N,Incremental,N,2,Mumbai
4785,E1,Y,0,4,N,Joined,NA,E,Campus,F,N,Y,N,Incremental,N,0,New Delhi
4789,E3,N,6,10,N,Joined,30,E,Sourcing_portal,M,Y,N,N,Incremental,N,2,Pune
4790,E1,N,2,2,N,Joined,30,E,Sourcing_portal,M,Y,N,N,Incremental,Y,1,Pune
4792,E1,Y,0,11,N,Offer_Decline,NA,E,Campus,M,N,Y,N,Incremental,N,0,Pune
4793,E1,Y,0,10,N,Joined,NA,E,Campus,M,N,Y,Y,Incremental,N,0,Pune
4796,E2,N,3,2,N,Joined,43,E,Sourcing_portal,M,Y,Y,N,Incremental,Y,1,Pune
4799,E2,N,3,11,Y,Joined,56,E,Sourcing_portal,F,Y,N,N,Incremental,Y,1,Pune
4800,E4,N,9,7,N,Joined,35,B,Sourcing_portal,F,N,N,N,Incremental,Y,2,Pune
4801,E1,Y,0,7,N,Joined,NA,E,Campus,F,N,N,N,Incremental,N,0,Pune
4806,E1,Y,0,5,N,Joined,NA,E,Campus,M,N,Y,N,Incremental,N,0,Pune
